RecordID,StreetID,Date,VehicleID,JobID,Grease
2303,4437,18/03/2010,3,32,FALSE
2304,4663,21/03/2010,2,6,TRUE
2305,6696,21/03/2010,2,25,FALSE
2306,7274,21/03/2010,2,5,TRUE
2307,5470,21/03/2010,6,2,FALSE
2308,5470,21/03/2010,6,2,FALSE
2309,7274,21/03/2010,6,1,FALSE
2310,6897,21/03/2010,6,10,FALSE
2311,4469,11/03/2010,5,11,FALSE
2312,4611,11/03/2010,5,4,FALSE
2313,4934,11/03/2010,5,2,FALSE
2314,4751,11/03/2010,5,18,FALSE
2315,4639,11/03/2010,5,4,FALSE
2316,5128,11/03/2010,4,16,FALSE
2317,5988,11/03/2010,4,4,FALSE
2318,5372,11/03/2010,4,4,FALSE
2319,5415,11/03/2010,4,4,FALSE
2320,6210,11/03/2010,4,4,FALSE
2321,6184,11/03/2010,4,25,FALSE
2322,4630,11/03/2010,3,32,FALSE
2323,4960,10/03/2010,1,22,FALSE
2324,6270,10/03/2010,1,22,FALSE
2325,6337,10/03/2010,1,3,FALSE
2326,5382,10/03/2010,1,32,FALSE
2327,6918,10/03/2010,1,2,FALSE
2328,4407,10/03/2010,3,22,FALSE
2329,5607,10/03/2010,3,7,FALSE
2330,5586,10/03/2010,5,18,FALSE
2331,5696,10/03/2010,5,16,FALSE
2332,5696,09/03/2010,16,18,FALSE
2333,4773,09/03/2010,16,18,FALSE
2334,5673,09/03/2010,16,16,FALSE
2335,5294,10/03/2010,4,11,FALSE
2336,6190,10/03/2010,4,4,FALSE
2337,6071,10/03/2010,4,25,FALSE
2338,6305,10/03/2010,6,25,FALSE
2339,5841,10/03/2010,6,19,FALSE
2340,5815,10/03/2010,6,11,FALSE
2341,5128,10/03/2010,6,16,FALSE
2342,6188,10/03/2010,6,25,FALSE
2343,5332,10/03/2010,6,11,FALSE
2344,6540,06/03/2010,1,32,FALSE
2345,7326,06/03/2010,1,11,FALSE
2346,6670,09/03/2010,1,10,FALSE
2347,5275,09/03/2010,1,11,FALSE
2348,6390,08/03/2010,1,2,FALSE
2349,6572,08/03/2010,1,10,FALSE
2350,6608,08/03/2010,1,10,FALSE
2351,5663,08/03/2010,1,11,FALSE
2352,6670,08/03/2010,1,3,FALSE
2353,5339,08/03/2010,1,10,FALSE
2354,6540,07/03/2010,1,32,FALSE
2355,5486,09/03/2010,3,8,FALSE
2356,5714,25/03/2010,16,18,FALSE
2357,8783,25/03/2010,16,18,FALSE
2358,4773,25/03/2010,16,18,FALSE
2359,5663,,5,11,FALSE
2360,4680,26/03/2010,5,2,FALSE
2361,5192,26/03/2010,2,6,TRUE
2362,6261,26/03/2010,2,2,FALSE
2363,5207,26/03/2010,2,3,FALSE
2364,5245,26/03/2010,4,25,FALSE
2365,7686,30/03/2010,9,12,FALSE
2366,8419,30/03/2010,9,12,FALSE
2367,8415,30/03/2010,8,12,FALSE
2368,8494,30/03/2010,9,12,FALSE
2369,8666,30/03/2010,9,12,FALSE
2370,8651,30/03/2010,9,12,FALSE
2371,8735,30/03/2010,9,12,FALSE
2372,6740,30/03/2010,10,22,FALSE
2373,6735,30/03/2010,10,3,FALSE
2374,7765,30/03/2010,10,22,FALSE
2375,7770,30/03/2010,10,25,FALSE
2376,7964,29/03/2010,8,1,FALSE
2377,7795,29/03/2010,8,1,FALSE
2378,7795,29/03/2010,8,22,FALSE
2379,7274,28/03/2010,8,5,TRUE
2380,7274,28/03/2010,11,5,TRUE
2381,8494,28/03/2010,11,2,FALSE
2382,7884,29/03/2010,11,2,FALSE
2383,7854,29/03/2010,11,12,FALSE
2384,7704,29/03/2010,11,12,FALSE
2385,7960,29/03/2010,11,12,FALSE
2386,7840,29/03/2010,10,32,FALSE
2387,7761,29/03/2010,10,22,FALSE
2388,7779,29/03/2010,10,22,FALSE
2389,7836,29/03/2010,10,22,FALSE
2390,8494,29/03/2010,11,12,FALSE
2391,8415,29/03/2010,11,12,FALSE
2392,8140,29/03/2010,11,12,FALSE
2393,8651,29/03/2010,11,12,FALSE
2394,8261,29/03/2010,11,12,FALSE
2395,7884,29/03/2010,15,2,FALSE
2396,7685,29/03/2010,15,22,FALSE
2397,7685,29/03/2010,15,22,FALSE
2398,7685,29/03/2010,15,22,FALSE
2399,7685,29/03/2010,15,22,FALSE
2400,7685,29/03/2010,15,22,FALSE
2401,7685,29/03/2010,15,22,FALSE
2402,7685,29/03/2010,15,22,FALSE
2403,7685,29/03/2010,15,22,FALSE
2404,7685,29/03/2010,15,22,FALSE
2405,7685,29/03/2010,15,22,FALSE
2406,7686,29/03/2010,15,12,FALSE
2407,8494,29/03/2010,9,12,FALSE
2408,8666,29/03/2010,9,12,FALSE
2409,8651,29/03/2010,9,12,FALSE
2410,7968,29/03/2010,9,12,FALSE
2411,6871,28/03/2010,9,30,FALSE
2412,8111,28/03/2010,9,6,TRUE
2413,8494,28/03/2010,9,17,FALSE
2414,8495,28/03/2010,9,11,FALSE
2415,5783,29/03/2010,14,4,FALSE
2416,6904,29/03/2010,14,4,FALSE
2417,5663,29/03/2010,1,2,FALSE
2418,5099,23/03/2010,3,3,FALSE
2419,8494,23/03/2010,3,2,FALSE
2420,8453,23/03/2010,3,2,FALSE
2421,6444,22/03/2010,3,22,FALSE
2422,6497,22/03/2010,3,22,FALSE
2423,4630,22/03/2010,3,32,FALSE
2424,5508,30/03/2010,5,25,FALSE
2425,5586,30/03/2010,16,16,FALSE
2426,5714,30/03/2010,16,18,FALSE
2427,4401,30/03/2010,16,18,FALSE
2428,6045,30/03/2010,4,12,FALSE
2429,6062,29/03/2010,2,2,FALSE
2430,4539,29/03/2010,2,7,FALSE
2431,5872,25/03/2010,3,3,FALSE
2432,4621,25/03/2010,3,2,FALSE
2433,4814,25/03/2010,3,11,FALSE
2434,5063,25/03/2010,3,2,FALSE
2435,4683,26/03/2010,3,2,FALSE
2436,5063,26/03/2010,3,2,FALSE
2437,4960,26/03/2010,1,3,FALSE
2438,5262,26/03/2010,1,3,FALSE
2439,5827,29/03/2010,2,7,FALSE
2440,6786,29/03/2010,2,7,FALSE
2441,4926,29/03/2010,5,12,FALSE
2442,4848,29/03/2010,5,12,FALSE
2443,5508,29/03/2010,5,12,FALSE
2444,4796,29/03/2010,5,12,FALSE
2445,4621,29/03/2010,5,1,FALSE
2446,4924,29/03/2010,5,12,FALSE
2447,4938,29/03/2010,5,12,FALSE
2448,4957,29/03/2010,5,12,FALSE
2449,5663,29/03/2010,5,2,FALSE
2450,5586,29/03/2010,16,16,FALSE
2451,5696,29/03/2010,16,16,FALSE
2452,8783,29/03/2010,16,16,FALSE
2453,4401,29/03/2010,16,16,FALSE
2454,6143,30/03/2010,3,22,FALSE
2455,5055,30/03/2010,3,3,FALSE
2456,5055,30/03/2010,3,22,FALSE
2457,4621,30/03/2010,3,2,FALSE
2458,6227,30/03/2010,3,12,FALSE
2459,6480,30/03/2010,3,12,FALSE
2460,6069,30/03/2010,3,12,FALSE
2461,6041,30/03/2010,3,2,FALSE
2462,6322,30/03/2010,1,2,FALSE
2463,7220,30/03/2010,12,12,FALSE
2464,6913,30/03/2010,12,12,FALSE
2465,7478,30/03/2010,12,12,FALSE
2466,7525,30/03/2010,12,25,FALSE
2467,7685,30/03/2010,15,22,FALSE
2468,7685,30/03/2010,15,10,FALSE
2469,7685,30/03/2010,15,22,FALSE
2470,7685,30/03/2010,15,22,FALSE
2471,7685,30/03/2010,15,22,FALSE
2472,7685,30/03/2010,15,22,FALSE
2473,7685,30/03/2010,15,22,FALSE
2474,7685,30/03/2010,15,22,FALSE
2475,7685,30/03/2010,15,22,FALSE
2476,7685,30/03/2010,15,22,FALSE
2477,7220,30/03/2010,15,12,FALSE
2478,8522,30/03/2010,15,12,FALSE
2479,5045,30/03/2010,11,25,FALSE
2480,8651,30/03/2010,11,12,FALSE
2481,8603,30/03/2010,11,11,FALSE
2482,8616,30/03/2010,11,12,FALSE
2483,8666,30/03/2010,11,12,FALSE
2484,4539,31/03/2010,2,7,FALSE
2485,5263,31/03/2010,5,25,FALSE
2486,6336,31/03/2010,4,12,FALSE
2487,4396,31/03/2010,16,18,FALSE
2488,4401,31/03/2010,16,16,FALSE
2489,4449,31/03/2010,16,16,FALSE
2490,8783,31/03/2010,16,16,FALSE
2491,6349,31/03/2010,1,3,FALSE
2492,5099,31/03/2010,3,30,FALSE
2493,5097,31/03/2010,3,6,TRUE
2494,4989,31/03/2010,3,3,FALSE
2495,4630,31/03/2010,3,3,FALSE
2496,5128,31/03/2010,16,16,FALSE
2497,5696,31/03/2010,16,16,FALSE
2498,4773,31/03/2010,16,18,FALSE
2499,5304,31/03/2010,16,16,FALSE
2500,5381,31/03/2010,16,16,FALSE
2501,5827,01/04/2010,2,7,FALSE
2502,5583,01/04/2010,4,25,FALSE
2503,8717,02/04/2010,3,2,FALSE
2504,4680,01/04/2010,3,22,FALSE
2505,4701,01/04/2010,3,22,FALSE
2506,4701,01/04/2010,3,3,FALSE
2507,6069,03/04/2010,3,22,FALSE
2508,8717,02/04/2010,4,2,FALSE
2509,6679,02/04/2010,4,12,FALSE
2510,5992,03/04/2010,4,12,FALSE
2511,6497,04/04/2010,4,32,FALSE
2512,5099,06/04/2010,3,30,FALSE
2513,5530,06/04/2010,3,12,FALSE
2514,6504,06/04/2010,3,12,FALSE
2515,5869,06/04/2010,3,2,FALSE
2516,6679,07/04/2010,4,25,FALSE
2517,5988,07/04/2010,4,4,FALSE
2518,5988,07/04/2010,4,4,FALSE
2519,6109,07/04/2010,4,2,FALSE
2520,5685,07/04/2010,5,2,FALSE
2521,4611,07/04/2010,5,4,FALSE
2522,6793,07/04/2010,5,2,FALSE
2523,4517,06/04/2010,2,6,TRUE
2524,6226,07/04/2010,2,6,TRUE
2525,4967,07/04/2010,3,32,FALSE
2526,6255,07/04/2010,3,2,FALSE
2527,5060,29/03/2010,20,30,FALSE
2528,6349,30/03/2010,20,30,FALSE
2529,8784,04/04/2010,3,32,FALSE
2530,4401,04/04/2010,3,2,FALSE
2531,6572,04/04/2010,2,2,FALSE
2532,6497,04/04/2010,2,1,FALSE
2533,5869,06/04/2010,4,11,FALSE
2534,6297,06/04/2010,4,25,FALSE
2535,6517,06/04/2010,4,12,FALSE
2536,6381,06/02/2010,4,12,FALSE
2537,6728,06/04/2010,4,12,FALSE
2538,6312,06/04/2010,4,25,FALSE
2539,6273,06/04/2010,4,25,FALSE
2540,6270,06/04/2010,4,25,FALSE
2541,6600,06/04/2010,4,12,FALSE
2542,5641,,,,FALSE
2543,5641,06/04/2010,5,4,FALSE
2544,4527,06/04/2010,5,2,FALSE
2545,5607,06/04/2010,5,19,FALSE
2546,8613,06/04/2010,11,2,FALSE
2547,8494,06/04/2010,11,17,FALSE
2548,7806,06/04/2010,11,1,FALSE
2549,4638,06/04/2010,8,1,FALSE
2550,7765,06/04/2010,8,1,FALSE
2551,6770,06/04/2010,8,1,FALSE
2552,7909,06/04/2010,8,1,FALSE
2553,7220,06/04/2010,8,1,FALSE
2554,7891,06/04/2010,8,1,FALSE
2555,7806,06/04/2010,8,1,FALSE
2556,8535,06/04/2010,9,12,FALSE
2557,8621,06/04/2010,9,2,FALSE
2558,8622,06/04/2010,9,12,FALSE
2559,7840,06/04/2010,9,32,FALSE
2560,8146,07/04/2010,11,25,FALSE
2561,8644,07/04/2010,11,17,FALSE
2562,7806,07/04/2010,8,1,FALSE
2563,7806,07/04/2010,8,1,FALSE
2564,7274,07/04/2010,9,32,FALSE
2565,5065,08/04/2010,10,1,FALSE
2566,7806,08/04/2010,8,1,FALSE
2567,7806,08/04/2010,8,1,FALSE
2568,7806,08/04/2010,8,1,FALSE
2569,6992,08/04/2010,9,3,FALSE
2570,4887,08/04/2010,4,2,FALSE
2571,4697,08/04/2010,5,4,FALSE
2572,4745,08/04/2010,5,17,FALSE
2573,4751,08/04/2010,5,17,FALSE
2574,5706,08/04/2010,5,4,FALSE
2575,5227,08/04/2010,5,11,FALSE
2576,6127,08/04/2010,2,1,FALSE
2577,6261,08/04/2010,2,2,FALSE
2578,5240,08/04/2010,2,5,TRUE
2579,6059,08/04/2010,2,1,FALSE
2580,5060,09/04/2010,7,30,FALSE
2581,4967,08/04/2010,3,1,FALSE
2582,4396,09/04/2010,16,18,FALSE
2583,4401,09/04/2010,16,16,FALSE
2584,8783,09/04/2010,16,18,FALSE
2585,4420,08/04/2010,5,25,FALSE
2586,8777,08/04/2010,5,4,FALSE
2587,4639,08/04/2010,5,4,FALSE
2588,5670,08/04/2010,5,4,FALSE
2589,5866,08/04/2010,5,4,FALSE
2590,5246,09/04/2010,2,2,FALSE
2591,6059,09/04/2010,2,1,FALSE
2592,5170,09/04/2010,2,10,FALSE
2593,8778,09/04/2010,10,17,FALSE
2594,7806,09/04/2010,8,1,FALSE
2595,6992,09/04/2010,9,3,FALSE
2596,8778,09/04/2010,11,4,FALSE
2597,7274,11/04/2010,9,1,FALSE
2598,7237,10/04/2010,9,1,FALSE
2599,8744,10/04/2010,9,1,FALSE
2600,6870,11/04/2010,8,1,FALSE
2601,4861,11/04/2010,9,6,TRUE
2602,6897,11/04/2010,14,17,TRUE
2603,6882,11/04/2010,14,1,FALSE
2604,6270,11/04/2010,14,4,FALSE
2605,6882,11/04/2010,10,1,FALSE
2606,4751,12/04/2010,5,17,FALSE
2607,5607,12/04/2010,5,19,FALSE
2608,4757,12/04/2010,5,25,FALSE
2609,5415,,4,4,FALSE
2610,5372,12/04/2010,4,4,FALSE
2611,5988,12/04/2010,4,4,FALSE
2612,6190,12/04/2010,4,4,FALSE
2613,5988,12/04/2010,4,4,FALSE
2614,5988,12/04/2010,4,4,FALSE
2615,5812,12/04/2010,2,25,FALSE
2616,4941,12/04/2010,2,3,FALSE
2617,4396,13/04/2010,16,18,FALSE
2618,5583,13/04/2010,16,32,FALSE
2619,4941,13/04/2010,2,1,FALSE
2620,4960,13/04/2010,2,6,TRUE
2621,6415,13/04/2010,4,4,FALSE
2622,5372,13/04/2010,4,4,FALSE
2623,5409,13/04/2010,4,4,FALSE
2624,5381,13/04/2010,4,4,FALSE
2625,5312,13/04/2010,4,4,FALSE
2626,5270,13/04/2010,4,4,FALSE
2627,6830,13/04/2010,15,22,FALSE
2628,6069,12/04/2010,10,1,FALSE
2629,6069,13/04/2010,10,1,FALSE
2630,6839,13/04/2010,8,1,FALSE
2631,7806,13/04/2010,8,5,FALSE
2632,7895,12/04/2010,9,5,TRUE
2633,8447,12/04/2010,15,32,FALSE
2634,7919,12/04/2010,15,2,FALSE
2635,7806,12/04/2010,8,1,FALSE
2636,7806,12/04/2010,8,1,FALSE
2637,7919,12/04/2010,8,6,TRUE
2638,7919,12/04/2010,8,6,TRUE
2639,8596,12/04/2010,14,4,FALSE
2640,6904,12/04/2010,14,4,FALSE
2641,8494,12/04/2010,11,17,FALSE
2642,6069,14/04/2010,10,1,FALSE
2643,7806,14/04/2010,8,1,FALSE
2644,7806,14/04/2010,8,1,FALSE
2645,6985,14/04/2010,15,11,FALSE
2646,4967,09/04/2010,3,32,FALSE
2647,5583,12/04/2010,3,32,FALSE
2649,5304,13/04/2010,20,30,FALSE
2650,4473,13/04/2010,3,32,FALSE
2651,5805,13/04/2010,3,32,FALSE
2652,7602,13/04/2010,9,6,TRUE
2653,7498,13/04/2010,9,6,TRUE
2654,7702,13/04/2010,9,8,TRUE
2655,7895,13/04/2010,9,17,TRUE
2656,7895,14/04/2010,9,1,FALSE
2657,4694,14/04/2010,16,32,FALSE
2658,6227,14/04/2010,2,22,FALSE
2659,6255,14/04/2010,2,1,FALSE
2660,4980,14/04/2010,4,2,FALSE
2661,4980,14/04/2010,4,2,FALSE
2662,6504,14/04/2010,4,11,FALSE
2663,6171,14/04/2010,4,10,FALSE
2664,6143,14/04/2010,4,3,FALSE
2665,5586,14/04/2010,5,18,FALSE
2666,5714,14/04/2010,5,16,FALSE
2667,8783,14/04/2010,5,18,FALSE
2668,5412,15/04/2010,4,30,FALSE
2669,4611,15/04/2010,5,4,FALSE
2670,4602,15/04/2010,5,2,FALSE
2671,4751,15/04/2010,5,18,FALSE
2672,4401,15/04/2010,16,16,FALSE
2673,5696,15/04/2010,16,16,FALSE
2674,4773,15/04/2010,16,18,FALSE
2675,5929,15/04/2010,3,3,FALSE
2676,4488,15/04/2010,3,22,FALSE
2677,4401,15/04/2010,11,18,FALSE
2678,8426,15/04/2010,8,1,FALSE
2679,6069,15/04/2010,10,1,FALSE
2680,6143,15/04/2010,2,30,FALSE
2681,6255,15/04/2010,2,32,FALSE
2682,6255,15/04/2010,2,8,FALSE
2683,4602,16/04/2010,5,2,FALSE
2684,4664,16/04/2010,5,4,FALSE
2685,5738,16/04/2010,2,7,FALSE
2686,6171,19/04/2010,2,1,FALSE
2687,6255,19/04/2010,2,1,FALSE
2688,6249,19/04/2010,4,4,FALSE
2689,6249,19/04/2010,4,4,FALSE
2690,6249,19/04/2010,4,4,FALSE
2691,4976,19/04/2010,4,2,FALSE
2692,6298,19/04/2010,4,2,FALSE
2693,5249,19/04/2010,4,25,FALSE
2694,5712,19/04/2010,5,25,FALSE
2695,4826,19/04/2010,5,11,FALSE
2696,8783,19/04/2010,5,18,FALSE
2697,5335,17/04/2010,3,3,FALSE
2698,4924,17/04/2010,3,22,FALSE
2699,6602,17/04/2010,3,32,FALSE
2700,5306,17/04/2010,3,22,FALSE
2701,6677,18/04/2010,3,2,FALSE
2702,5381,18/04/2010,3,22,FALSE
2703,4960,18/04/2010,3,2,FALSE
2704,5060,16/04/2010,7,30,FALSE
2705,8409,19/04/2010,8,1,FALSE
2706,8426,16/04/2010,14,18,FALSE
2707,8426,19/04/2010,14,20,FALSE
2708,7714,19/04/2010,10,1,FALSE
2709,7692,19/04/2010,10,1,FALSE
2710,8426,19/04/2010,9,32,FALSE
2711,8090,19/04/2010,9,32,FALSE
2712,8032,16/04/2010,8,1,FALSE
2713,7806,16/04/2010,8,1,FALSE
2714,7960,16/04/2010,8,1,FALSE
2715,7790,16/04/2010,10,17,FALSE
2716,7528,16/04/2010,11,1,FALSE
2717,8644,16/04/2010,11,17,FALSE
2718,8778,16/04/2010,11,17,FALSE
2719,7908,16/04/2010,11,18,FALSE
2720,7941,15/04/2010,9,5,TRUE
2721,7048,15/04/2010,9,6,TRUE
2722,5992,20/04/2010,5,1,FALSE
2723,4826,20/04/2010,5,11,FALSE
2724,6677,20/04/2010,5,27,FALSE
2725,6156,20/04/2010,4,20,FALSE
2726,6179,20/04/2010,4,20,FALSE
2727,5251,20/04/2010,4,2,FALSE
2728,8783,20/04/2010,16,18,FALSE
2729,8783,16/04/2010,16,18,FALSE
2730,5586,16/04/2010,16,16,FALSE
2731,5992,20/04/2010,2,2,FALSE
2732,7968,20/04/2010,8,22,FALSE
2733,8528,20/04/2010,8,22,FALSE
2734,8528,20/04/2010,8,22,FALSE
2735,8549,20/04/2010,8,22,FALSE
2736,7913,20/04/2010,8,22,FALSE
2737,7754,20/04/2010,8,22,FALSE
2738,7681,20/04/2010,8,22,FALSE
2739,6992,20/04/2010,10,1,FALSE
2740,5621,21/04/2010,5,25,FALSE
2741,4772,21/04/2010,5,11,FALSE
2742,6156,,4,20,FALSE
2743,6273,21/04/2010,4,20,FALSE
2744,6389,21/04/2010,4,20,FALSE
2745,6143,21/04/2010,4,20,FALSE
2746,4632,21/04/2010,2,10,FALSE
2747,4632,21/04/2010,2,2,FALSE
2748,5333,21/04/2010,2,6,TRUE
2749,5333,21/04/2010,2,22,FALSE
2750,5249,21/04/2010,2,22,FALSE
2751,8783,21/04/2010,16,18,FALSE
2752,4960,18/04/2010,1,2,FALSE
2753,4960,18/04/2010,1,2,FALSE
2754,4960,19/04/2010,1,30,FALSE
2755,5864,19/04/2010,1,2,FALSE
2756,4976,19/04/2010,1,2,FALSE
2757,5230,19/04/2010,1,2,FALSE
2758,4967,14/04/2010,3,32,FALSE
2759,4602,16/04/2010,3,22,FALSE
2760,5815,19/04/2010,3,7,FALSE
2761,6255,20/04/2010,3,22,FALSE
2762,5638,20/04/2010,3,2,FALSE
2763,5128,20/04/2010,3,22,FALSE
2764,4967,20/04/2010,3,32,FALSE
2765,6022,21/04/2010,3,7,FALSE
2766,6041,21/04/2010,3,7,FALSE
2767,5827,21/04/2010,14,11,FALSE
2768,7941,21/04/2010,9,1,FALSE
2769,8751,21/04/2010,9,32,FALSE
2770,7816,21/04/2010,8,1,FALSE
2771,7816,21/04/2010,8,1,FALSE
2772,7519,21/04/2010,7,1,FALSE
2773,8592,16/04/2010,9,6,TRUE
2774,7941,22/04/2010,9,1,FALSE
2775,8751,22/04/2010,9,10,FALSE
2776,8535,22/04/2010,10,1,FALSE
2777,6781,22/04/2010,5,25,FALSE
2778,4611,22/04/2010,5,4,FALSE
2779,5373,22/04/2010,4,4,FALSE
2780,5988,22/04/2010,4,4,FALSE
2781,5372,22/04/2010,4,4,FALSE
2782,5409,22/04/2010,4,4,FALSE
2783,5270,22/04/2010,4,4,FALSE
2784,5240,22/04/2010,4,11,FALSE
2785,6467,22/04/2010,4,25,FALSE
2786,5243,22/04/2010,4,4,FALSE
2787,6677,22/04/2010,16,27,FALSE
2788,8783,22/04/2010,16,18,FALSE
2789,5412,22/04/2010,2,30,FALSE
2790,5412,22/04/2010,2,1,FALSE
2791,8484,25/04/2010,11,25,FALSE
2792,6882,25/04/2010,8,1,FALSE
2793,6870,25/04/2010,8,5,TRUE
2794,6677,25/04/2010,14,26,FALSE
2795,7816,24/04/2010,8,2,FALSE
2796,6601,24/04/2010,8,6,TRUE
2797,7816,24/04/2010,8,2,FALSE
2798,7816,24/04/2010,8,6,TRUE
2799,8778,23/04/2010,10,1,FALSE
2800,7840,23/04/2010,8,1,FALSE
2801,7758,23/04/2010,8,5,TRUE
2802,6760,23/04/2010,8,5,TRUE
2803,6760,23/04/2010,8,5,TRUE
2804,6760,23/04/2010,8,5,TRUE
2805,5375,23/04/2010,4,4,FALSE
2806,5988,23/04/2010,4,4,FALSE
2807,5988,23/04/2010,4,4,FALSE
2808,5258,23/04/2010,4,4,FALSE
2809,5243,23/04/2010,2,7,FALSE
2810,5332,23/04/2010,3,32,FALSE
2811,5583,23/04/2010,3,10,FALSE
2812,5243,24/04/2010,1,7,FALSE
2813,5243,24/04/2010,1,22,FALSE
2814,4852,24/04/2010,1,22,FALSE
2815,4602,23/04/2010,1,2,FALSE
2816,4539,23/04/2010,1,2,FALSE
2817,4848,23/04/2010,1,2,FALSE
2818,5243,22/04/2010,1,2,FALSE
2819,5243,22/04/2010,1,1,FALSE
2820,5243,21/04/2010,1,1,FALSE
2821,4976,21/04/2010,1,5,TRUE
2822,5243,26/04/2010,2,2,FALSE
2823,5251,26/04/2010,2,2,FALSE
2824,5251,26/04/2010,2,2,FALSE
2825,5251,26/04/2010,2,2,FALSE
2826,8252,26/04/2010,11,11,FALSE
2827,7863,26/04/2010,11,4,FALSE
2828,8494,26/04/2010,13,6,TRUE
2829,8742,26/04/2010,13,25,FALSE
2830,8752,26/04/2010,13,1,FALSE
2831,8737,26/04/2010,13,11,FALSE
2832,7816,26/04/2010,8,2,FALSE
2833,8032,26/04/2010,8,10,FALSE
2834,8751,26/04/2010,8,2,FALSE
2835,8494,26/04/2010,8,2,FALSE
2836,7052,25/04/2010,9,6,TRUE
2837,6897,25/04/2010,9,1,FALSE
2838,6852,25/04/2010,10,1,FALSE
2839,7863,27/04/2010,15,4,FALSE
2840,7863,27/03/2010,9,4,FALSE
2841,6771,27/04/2010,9,17,FALSE
2842,8751,27/04/2010,8,5,TRUE
2843,8751,27/04/2010,8,6,TRUE
2844,8494,27/04/2010,11,5,TRUE
2845,8667,28/04/2010,11,11,FALSE
2846,8684,27/04/2010,4,2,FALSE
2847,5586,27/04/2010,16,16,FALSE
2848,8783,27/04/2010,16,18,FALSE
2849,4773,27/04/2010,16,18,FALSE
2850,4449,27/04/2010,16,16,FALSE
2851,8783,26/04/2010,16,18,FALSE
2852,4787,27/04/2010,5,11,FALSE
2853,6022,27/04/2010,2,6,TRUE
2854,5166,27/04/2010,2,1,FALSE
2855,5250,27/04/2010,2,1,FALSE
2856,5383,28/04/2010,5,2,FALSE
2857,4787,28/04/2010,2,2,FALSE
2858,4787,28/04/2010,2,1,FALSE
2859,5736,28/04/2010,2,6,TRUE
2860,5383,28/04/2010,2,6,TRUE
2861,5383,28/04/2010,2,6,TRUE
2862,6273,28/04/2010,2,6,TRUE
2863,4630,27/04/2010,3,32,FALSE
2864,5988,28/04/2010,4,4,FALSE
2865,5988,28/04/2010,4,4,FALSE
2866,5988,28/04/2010,4,4,FALSE
2867,6587,28/04/2010,4,25,FALSE
2868,5979,28/04/2010,4,2,FALSE
2869,5300,28/04/2010,4,2,FALSE
2870,5146,30/04/2010,2,6,TRUE
2871,4927,30/04/2010,2,32,FALSE
2872,5874,04/05/2010,4,25,FALSE
2873,5471,04/05/2010,4,2,FALSE
2874,5815,04/05/2010,6,11,FALSE
2875,5841,04/05/2010,6,19,FALSE
2876,6554,04/05/2010,6,2,FALSE
2877,6711,04/05/2010,6,25,FALSE
2878,5171,04/05/2010,6,2,FALSE
2879,5446,22/04/2010,3,32,FALSE
2880,5706,28/04/2010,3,4,FALSE
2881,5706,29/04/2010,3,4,FALSE
2882,6488,30/04/2010,2,4,FALSE
2883,4927,30/04/2010,2,2,FALSE
2884,5282,,2,2,FALSE
2885,5383,02/05/2010,3,4,FALSE
2886,5383,02/05/2010,3,32,FALSE
2887,5282,02/05/2010,3,6,TRUE
2888,7704,03/05/2010,2,6,TRUE
2889,7704,01/05/2010,2,6,TRUE
2890,6010,01/05/2010,2,25,FALSE
2891,6010,01/05/2010,2,25,FALSE
2892,8531,30/04/2010,11,11,FALSE
2893,8778,30/04/2010,11,4,FALSE
2894,8704,30/04/2010,8,5,TRUE
2895,7519,30/04/2010,8,5,TRUE
2896,7630,30/04/2010,8,5,TRUE
2897,8704,30/04/2010,14,5,TRUE
2898,7125,28/04/2010,10,2,FALSE
2899,7125,29/04/2010,10,2,FALSE
2900,5638,01/05/2010,3,2,FALSE
2901,5638,01/05/2010,3,2,FALSE
2902,6975,01/05/2010,3,2,FALSE
2903,8606,01/05/2010,3,2,FALSE
2904,8459,01/05/2010,3,2,FALSE
2905,5988,30/04/2010,4,4,FALSE
2906,5415,30/04/2010,4,4,FALSE
2907,5372,30/04/2010,4,4,FALSE
2908,5841,30/04/2010,6,19,FALSE
2909,5815,30/04/2010,5,11,FALSE
2910,5638,30/04/2010,6,25,FALSE
2911,5638,30/04/2010,6,2,FALSE
2912,5282,30/04/2010,6,2,FALSE
2913,6737,30/04/2010,6,4,FALSE
2914,6614,30/04/2010,6,25,FALSE
2915,6737,01/05/2010,6,4,FALSE
2916,8739,01/05/2010,6,12,FALSE
2917,7884,01/05/2010,6,12,FALSE
2918,7316,01/05/2010,6,25,FALSE
2919,8643,29/04/2010,11,17,FALSE
2920,6960,29/04/2010,11,2,FALSE
2921,6999,28/04/2010,8,1,FALSE
2922,8606,28/04/2010,8,1,FALSE
2923,8704,29/04/2010,7,5,TRUE
2924,6960,29/04/2010,8,1,FALSE
2925,5383,29/04/2010,2,6,TRUE
2926,6190,28/04/2010,2,6,TRUE
2927,6132,27/04/2010,4,11,FALSE
2928,5706,29/04/2010,5,4,FALSE
2929,5872,29/04/2010,6,4,FALSE
2930,5688,29/04/2010,6,4,FALSE
2931,5727,29/04/2010,5,19,FALSE
2932,6273,29/04/2010,6,11,FALSE
2933,6337,29/04/2010,6,25,FALSE
2934,6589,29/04/2010,6,25,FALSE
2935,7519,04/05/2010,8,5,TRUE
2936,8704,04/05/2010,10,5,TRUE
2937,7960,05/05/2010,8,12,FALSE
2938,8704,05/05/2010,10,5,TRUE
2939,7842,05/05/2010,9,11,FALSE
